Time,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,VelocityX,VelocityY,VelocityZ,AccelerationX,AccelerationY,AccelerationZ,MassFuel,MassStructural,CsArea,Cd,Thrust,ForceThrustX,ForceThrustY,ForceThrustZ,Isp,EngineAngleX,EngineAngleY
38.95,0, 0, 3800.49, 0, 0, 0, 0, 0, -96.9074, 0, 0, -3.9405, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39,0, 0, 3795.64, 0, 0, 0, 0, 0, -97.1031, 0, 0, -3.91356, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.05,0, 0, 3790.77, 0, 0, 0, 0, 0, -97.2974, 0, 0, -3.88671, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.1,0, 0, 3785.9, 0, 0, 0, 0, 0, -97.4904, 0, 0, -3.85994, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.15,0, 0, 3781.01, 0, 0, 0, 0, 0, -97.6821, 0, 0, -3.83325, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.2,0, 0, 3776.12, 0, 0, 0, 0, 0, -97.8724, 0, 0, -3.80665, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.25,0, 0, 3771.22, 0, 0, 0, 0, 0, -98.0614, 0, 0, -3.78014, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.3,0, 0, 3766.31, 0, 0, 0, 0, 0, -98.2491, 0, 0, -3.75371, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.35,0, 0, 3761.38, 0, 0, 0, 0, 0, -98.4355, 0, 0, -3.72737, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.4,0, 0, 3756.45, 0, 0, 0, 0, 0, -98.6206, 0, 0, -3.70112, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.45,0, 0, 3751.51, 0, 0, 0, 0, 0, -98.8043, 0, 0, -3.67496, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.5,0, 0, 3746.56, 0, 0, 0, 0, 0, -98.9867, 0, 0, -3.64888, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.55,0, 0, 3741.6, 0, 0, 0, 0, 0, -99.1679, 0, 0, -3.6229, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.6,0, 0, 3736.64, 0, 0, 0, 0, 0, -99.3477, 0, 0, -3.597, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.65,0, 0, 3731.66, 0, 0, 0, 0, 0, -99.5263, 0, 0, -3.5712, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.7,0, 0, 3726.68, 0, 0, 0, 0, 0, -99.7036, 0, 0, -3.54549, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.75,0, 0, 3721.68, 0, 0, 0, 0, 0, -99.8796, 0, 0, -3.51986, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.8,0, 0, 3716.68, 0, 0, 0, 0, 0, -100.054, 0, 0, -3.49433, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.85,0, 0, 3711.67, 0, 0, 0, 0, 0, -100.228, 0, 0, -3.46889, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.9,0, 0, 3706.65, 0, 0, 0, 0, 0, -100.4, 0, 0, -3.44355, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
39.95,0, 0, 3701.62, 0, 0, 0, 0, 0, -100.571, 0, 0, -3.41829, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40,0, 0, 3696.58, 0, 0, 0, 0, 0, -100.74, 0, 0, -3.39314, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.05,0, 0, 3691.54, 0, 0, 0, 0, 0, -100.909, 0, 0, -3.36807, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.1,0, 0, 3686.48, 0, 0, 0, 0, 0, -101.076, 0, 0, -3.3431, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.15,0, 0, 3681.42, 0, 0, 0, 0, 0, -101.242, 0, 0, -3.31822, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.2,0, 0, 3676.35, 0, 0, 0, 0, 0, -101.407, 0, 0, -3.29344, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.25,0, 0, 3671.27, 0, 0, 0, 0, 0, -101.57, 0, 0, -3.26875, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.3,0, 0, 3666.19, 0, 0, 0, 0, 0, -101.732, 0, 0, -3.24416, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.35,0, 0, 3661.09, 0, 0, 0, 0, 0, -101.893, 0, 0, -3.21966, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.4,0, 0, 3655.99, 0, 0, 0, 0, 0, -102.053, 0, 0, -3.19526, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.45,0, 0, 3650.88, 0, 0, 0, 0, 0, -102.212, 0, 0, -3.17096, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.5,0, 0, 3645.76, 0, 0, 0, 0, 0, -102.369, 0, 0, -3.14675, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.55,0, 0, 3640.63, 0, 0, 0, 0, 0, -102.525, 0, 0, -3.12264, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.6,0, 0, 3635.5, 0, 0, 0, 0, 0, -102.68, 0, 0, -3.09863, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.65,0, 0, 3630.36, 0, 0, 0, 0, 0, -102.834, 0, 0, -3.07472, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.7,0, 0, 3625.21, 0, 0, 0, 0, 0, -102.986, 0, 0, -3.0509, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.75,0, 0, 3620.05, 0, 0, 0, 0, 0, -103.138, 0, 0, -3.02718, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.8,0, 0, 3614.89, 0, 0, 0, 0, 0, -103.288, 0, 0, -3.00356, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.85,0, 0, 3609.71, 0, 0, 0, 0, 0, -103.437, 0, 0, -2.98004, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.9,0, 0, 3604.54, 0, 0, 0, 0, 0, -103.585, 0, 0, -2.95661, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
40.95,0, 0, 3599.35, 0, 0, 0, 0, 0, -103.731, 0, 0, -2.93329, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41,0, 0, 3594.16, 0, 0, 0, 0, 0, -103.877, 0, 0, -2.91006, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.05,0, 0, 3588.95, 0, 0, 0, 0, 0, -104.021, 0, 0, -2.88694, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.1,0, 0, 3583.75, 0, 0, 0, 0, 0, -104.164, 0, 0, -2.86391, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.15,0, 0, 3578.53, 0, 0, 0, 0, 0, -104.306, 0, 0, -2.84098, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.2,0, 0, 3573.31, 0, 0, 0, 0, 0, -104.447, 0, 0, -2.81816, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.25,0, 0, 3568.08, 0, 0, 0, 0, 0, -104.587, 0, 0, -2.79543, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.3,0, 0, 3562.84, 0, 0, 0, 0, 0, -104.726, 0, 0, -2.7728, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.35,0, 0, 3557.6, 0, 0, 0, 0, 0, -104.863, 0, 0, -2.75027, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.4,0, 0, 3552.35, 0, 0, 0, 0, 0, -105, 0, 0, -2.72785, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.45,0, 0, 3547.09, 0, 0, 0, 0, 0, -105.135, 0, 0, -2.70552, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.5,0, 0, 3541.83, 0, 0, 0, 0, 0, -105.269, 0, 0, -2.68329, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.55,0, 0, 3536.56, 0, 0, 0, 0, 0, -105.402, 0, 0, -2.66117, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.6,0, 0, 3531.28, 0, 0, 0, 0, 0, -105.534, 0, 0, -2.63914, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.65,0, 0, 3526, 0, 0, 0, 0, 0, -105.665, 0, 0, -2.61722, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.7,0, 0, 3520.71, 0, 0, 0, 0, 0, -105.795, 0, 0, -2.59539, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.75,0, 0, 3515.41, 0, 0, 0, 0, 0, -105.923, 0, 0, -2.57367, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.8,0, 0, 3510.11, 0, 0, 0, 0, 0, -106.051, 0, 0, -2.55205, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.85,0, 0, 3504.8, 0, 0, 0, 0, 0, -106.177, 0, 0, -2.53053, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.9,0, 0, 3499.49, 0, 0, 0, 0, 0, -106.303, 0, 0, -2.50911, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
41.95,0, 0, 3494.17, 0, 0, 0, 0, 0, -106.427, 0, 0, -2.48779, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42,0, 0, 3488.84, 0, 0, 0, 0, 0, -106.551, 0, 0, -2.46657, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.05,0, 0, 3483.5, 0, 0, 0, 0, 0, -106.673, 0, 0, -2.44545, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.1,0, 0, 3478.16, 0, 0, 0, 0, 0, -106.794, 0, 0, -2.42444, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.15,0, 0, 3472.82, 0, 0, 0, 0, 0, -106.914, 0, 0, -2.40352, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.2,0, 0, 3467.47, 0, 0, 0, 0, 0, -107.033, 0, 0, -2.38271, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.25,0, 0, 3462.11, 0, 0, 0, 0, 0, -107.152, 0, 0, -2.362, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.3,0, 0, 3456.75, 0, 0, 0, 0, 0, -107.269, 0, 0, -2.34139, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.35,0, 0, 3451.38, 0, 0, 0, 0, 0, -107.385, 0, 0, -2.32088, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.4,0, 0, 3446, 0, 0, 0, 0, 0, -107.5, 0, 0, -2.30047, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.45,0, 0, 3440.62, 0, 0, 0, 0, 0, -107.614, 0, 0, -2.28016, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.5,0, 0, 3435.23, 0, 0, 0, 0, 0, -107.727, 0, 0, -2.25995, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.55,0, 0, 3429.84, 0, 0, 0, 0, 0, -107.839, 0, 0, -2.23985, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.6,0, 0, 3424.45, 0, 0, 0, 0, 0, -107.95, 0, 0, -2.21984, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.65,0, 0, 3419.04, 0, 0, 0, 0, 0, -108.06, 0, 0, -2.19994, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.7,0, 0, 3413.63, 0, 0, 0, 0, 0, -108.169, 0, 0, -2.18013, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.75,0, 0, 3408.22, 0, 0, 0, 0, 0, -108.277, 0, 0, -2.16043, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.8,0, 0, 3402.8, 0, 0, 0, 0, 0, -108.384, 0, 0, -2.14082, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.85,0, 0, 3397.38, 0, 0, 0, 0, 0, -108.49, 0, 0, -2.12132, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.9,0, 0, 3391.95, 0, 0, 0, 0, 0, -108.595, 0, 0, -2.10192, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
42.95,0, 0, 3386.51, 0, 0, 0, 0, 0, -108.699, 0, 0, -2.08262, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43,0, 0, 3381.07, 0, 0, 0, 0, 0, -108.802, 0, 0, -2.06342, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.05,0, 0, 3375.63, 0, 0, 0, 0, 0, -108.904, 0, 0, -2.04431, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.1,0, 0, 3370.18, 0, 0, 0, 0, 0, -109.006, 0, 0, -2.02531, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.15,0, 0, 3364.72, 0, 0, 0, 0, 0, -109.106, 0, 0, -2.00641, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.2,0, 0, 3359.26, 0, 0, 0, 0, 0, -109.205, 0, 0, -1.98761, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.25,0, 0, 3353.8, 0, 0, 0, 0, 0, -109.304, 0, 0, -1.9689, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.3,0, 0, 3348.33, 0, 0, 0, 0, 0, -109.401, 0, 0, -1.9503, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.35,0, 0, 3342.85, 0, 0, 0, 0, 0, -109.498, 0, 0, -1.9318, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.4,0, 0, 3337.37, 0, 0, 0, 0, 0, -109.594, 0, 0, -1.91339, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.45,0, 0, 3331.89, 0, 0, 0, 0, 0, -109.688, 0, 0, -1.89508, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.5,0, 0, 3326.4, 0, 0, 0, 0, 0, -109.782, 0, 0, -1.87688, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.55,0, 0, 3320.9, 0, 0, 0, 0, 0, -109.875, 0, 0, -1.85877, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.6,0, 0, 3315.41, 0, 0, 0, 0, 0, -109.967, 0, 0, -1.84076, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.65,0, 0, 3309.9, 0, 0, 0, 0, 0, -110.058, 0, 0, -1.82284, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.7,0, 0, 3304.39, 0, 0, 0, 0, 0, -110.149, 0, 0, -1.80503, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.75,0, 0, 3298.88, 0, 0, 0, 0, 0, -110.238, 0, 0, -1.78731, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.8,0, 0, 3293.37, 0, 0, 0, 0, 0, -110.326, 0, 0, -1.76969, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.85,0, 0, 3287.85, 0, 0, 0, 0, 0, -110.414, 0, 0, -1.75217, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.9,0, 0, 3282.32, 0, 0, 0, 0, 0, -110.501, 0, 0, -1.73475, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
43.95,0, 0, 3276.79, 0, 0, 0, 0, 0, -110.587, 0, 0, -1.71742, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44,0, 0, 3271.26, 0, 0, 0, 0, 0, -110.672, 0, 0, -1.70019, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.05,0, 0, 3265.72, 0, 0, 0, 0, 0, -110.756, 0, 0, -1.68306, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.1,0, 0, 3260.18, 0, 0, 0, 0, 0, -110.839, 0, 0, -1.66602, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.15,0, 0, 3254.63, 0, 0, 0, 0, 0, -110.922, 0, 0, -1.64908, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.2,0, 0, 3249.08, 0, 0, 0, 0, 0, -111.003, 0, 0, -1.63223, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.25,0, 0, 3243.53, 0, 0, 0, 0, 0, -111.084, 0, 0, -1.61549, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.3,0, 0, 3237.97, 0, 0, 0, 0, 0, -111.164, 0, 0, -1.59883, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.35,0, 0, 3232.41, 0, 0, 0, 0, 0, -111.243, 0, 0, -1.58227, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.4,0, 0, 3226.84, 0, 0, 0, 0, 0, -111.321, 0, 0, -1.56581, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.45,0, 0, 3221.27, 0, 0, 0, 0, 0, -111.399, 0, 0, -1.54944, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.5,0, 0, 3215.7, 0, 0, 0, 0, 0, -111.475, 0, 0, -1.53317, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.55,0, 0, 3210.12, 0, 0, 0, 0, 0, -111.551, 0, 0, -1.51699, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.6,0, 0, 3204.54, 0, 0, 0, 0, 0, -111.626, 0, 0, -1.50091, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.65,0, 0, 3198.95, 0, 0, 0, 0, 0, -111.701, 0, 0, -1.48492, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.7,0, 0, 3193.36, 0, 0, 0, 0, 0, -111.774, 0, 0, -1.46902, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.75,0, 0, 3187.77, 0, 0, 0, 0, 0, -111.847, 0, 0, -1.45321, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.8,0, 0, 3182.18, 0, 0, 0, 0, 0, -111.919, 0, 0, -1.4375, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.85,0, 0, 3176.58, 0, 0, 0, 0, 0, -111.99, 0, 0, -1.42189, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.9,0, 0, 3170.97, 0, 0, 0, 0, 0, -112.06, 0, 0, -1.40636, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
44.95,0, 0, 3165.37, 0, 0, 0, 0, 0, -112.13, 0, 0, -1.39093, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45,0, 0, 3159.76, 0, 0, 0, 0, 0, -112.198, 0, 0, -1.37559, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.05,0, 0, 3154.14, 0, 0, 0, 0, 0, -112.266, 0, 0, -1.36034, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.1,0, 0, 3148.53, 0, 0, 0, 0, 0, -112.334, 0, 0, -1.34518, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.15,0, 0, 3142.91, 0, 0, 0, 0, 0, -112.4, 0, 0, -1.33011, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.2,0, 0, 3137.28, 0, 0, 0, 0, 0, -112.466, 0, 0, -1.31514, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.25,0, 0, 3131.66, 0, 0, 0, 0, 0, -112.531, 0, 0, -1.30025, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.3,0, 0, 3126.03, 0, 0, 0, 0, 0, -112.595, 0, 0, -1.28546, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.35,0, 0, 3120.4, 0, 0, 0, 0, 0, -112.659, 0, 0, -1.27075, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.4,0, 0, 3114.76, 0, 0, 0, 0, 0, -112.721, 0, 0, -1.25614, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.45,0, 0, 3109.12, 0, 0, 0, 0, 0, -112.784, 0, 0, -1.24161, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.5,0, 0, 3103.48, 0, 0, 0, 0, 0, -112.845, 0, 0, -1.22717, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.55,0, 0, 3097.83, 0, 0, 0, 0, 0, -112.906, 0, 0, -1.21283, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.6,0, 0, 3092.18, 0, 0, 0, 0, 0, -112.965, 0, 0, -1.19857, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.65,0, 0, 3086.53, 0, 0, 0, 0, 0, -113.025, 0, 0, -1.1844, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.7,0, 0, 3080.88, 0, 0, 0, 0, 0, -113.083, 0, 0, -1.17031, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.75,0, 0, 3075.22, 0, 0, 0, 0, 0, -113.141, 0, 0, -1.15632, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.8,0, 0, 3069.56, 0, 0, 0, 0, 0, -113.198, 0, 0, -1.14241, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.85,0, 0, 3063.9, 0, 0, 0, 0, 0, -113.255, 0, 0, -1.12859, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.9,0, 0, 3058.23, 0, 0, 0, 0, 0, -113.31, 0, 0, -1.11485, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
45.95,0, 0, 3052.57, 0, 0, 0, 0, 0, -113.365, 0, 0, -1.10121, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46,0, 0, 3046.89, 0, 0, 0, 0, 0, -113.42, 0, 0, -1.08764, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.05,0, 0, 3041.22, 0, 0, 0, 0, 0, -113.473, 0, 0, -1.07417, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.1,0, 0, 3035.54, 0, 0, 0, 0, 0, -113.527, 0, 0, -1.06078, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.15,0, 0, 3029.87, 0, 0, 0, 0, 0, -113.579, 0, 0, -1.04747, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.2,0, 0, 3024.18, 0, 0, 0, 0, 0, -113.631, 0, 0, -1.03425, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.25,0, 0, 3018.5, 0, 0, 0, 0, 0, -113.682, 0, 0, -1.02111, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.3,0, 0, 3012.81, 0, 0, 0, 0, 0, -113.732, 0, 0, -1.00806, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.35,0, 0, 3007.12, 0, 0, 0, 0, 0, -113.782, 0, 0, -0.995092, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.4,0, 0, 3001.43, 0, 0, 0, 0, 0, -113.831, 0, 0, -0.982206, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.45,0, 0, 2995.74, 0, 0, 0, 0, 0, -113.879, 0, 0, -0.969404, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.5,0, 0, 2990.04, 0, 0, 0, 0, 0, -113.927, 0, 0, -0.956684, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.55,0, 0, 2984.34, 0, 0, 0, 0, 0, -113.974, 0, 0, -0.944047, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.6,0, 0, 2978.64, 0, 0, 0, 0, 0, -114.021, 0, 0, -0.931492, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.65,0, 0, 2972.94, 0, 0, 0, 0, 0, -114.067, 0, 0, -0.919019, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.7,0, 0, 2967.23, 0, 0, 0, 0, 0, -114.112, 0, 0, -0.906627, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.75,0, 0, 2961.53, 0, 0, 0, 0, 0, -114.157, 0, 0, -0.894316, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.8,0, 0, 2955.82, 0, 0, 0, 0, 0, -114.201, 0, 0, -0.882086, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
46.85,0, 0, 2950.1, 0, 0, 0, 0, 0, -114.245, 0, 0, -0.869936, 0, 4.21, 0.0079, 0.8, 600, 0, 0, 0, 190, 0, 0
